0, 0.00000002527592000000 
10, -0.00000000439908000000 
20, -0.00000000233241333333 
30, -0.00000000773033000000 
40, 0.00000000687592000000 
50, -0.00000000638122285714 
60, 0.00000000369092000000 
70, 0.00000000038592000000 
80, 0.00000000645300333333 
90, 0.00000000319503764706 
100, 0.00000000090270571429 
110, 0.00000000446758666667 
120, 0.00000000329797882353 
130, -0.00000000005589818182 
140, -0.00000000115589818182 
150, 0.00000000073663428571 
160, -0.00000000173836571429 
170, 0.00000000115449142857 
180, 0.00000000153842000000 
190, -0.00000000384821793103 
200, 0.00000000137592000000 
210, 0.00000000041758666667 
220, 0.00000000389020571429 
230, 0.00000000111758666667 
240, 0.00000000069050333333 
250, -0.00000000019134190476 
260, -0.00000000330151902439 
270, 0.00000000103029500000 
280, -0.00000000135723217391 
290, 0.00000000291371069767 
300, -0.00000000072758000000 
310, -0.00000000154595500000 
320, -0.00000000061397361702 
330, -0.00000000205773384615 
340, -0.00000000215800857143 
350, -0.00000000264238357143 
360, 0.00000000076056912281 
370, -0.00000000094774071429 
380, -0.00000000014303161290 
390, -0.00000000044272406780 
400, 0.00000000042099575758 
410, 0.00000000177753290323 
420, 0.00000000089637454545 
430, 0.00000000131287652174 
440, 0.00000000189069272727 
450, 0.00000000140335055556 
460, 0.00000000049403594203 
470, 0.00000000006999894737 
480, -0.00000000108888263158 
490, -0.00000000017777127517 
500, 0.00000000039195053435 
